AVL,RB,B ONE,B FIVE,B TEN
15869,28,90,59,56
15283,33,86,57,57
15698,33,81,60,65
15286,33,77,55,55
16194,34,94,62,57
15890,27,83,59,56
15467,31,83,67,57
15649,29,86,61,62
15707,27,88,61,57
15762,31,83,59,55
15704,30,86,55,57
15892,32,84,53,54
15177,33,87,65,55
17305,29,81,58,56
15575,30,81,58,56
16040,32,88,59,63
16255,29,79,59,62
16737,29,80,63,54
16021,33,80,60,60
15632,35,94,58,60
15641,30,92,55,58
15521,29,92,66,58
15969,31,86,66,62
15518,30,88,64,58
16217,29,91,59,56
16327,29,87,56,59
14743,32,89,59,56
15351,31,83,57,53
15889,27,87,55,54
15544,26,83,58,59
16345,30,78,55,60
16755,32,79,62,56
16510,30,78,58,60
15742,31,83,56,53
16070,31,88,61,58
14783,29,82,61,58
15971,30,91,59,55
16115,30,78,58,56
16475,32,78,61,58
15899,29,88,56,52
16715,30,88,61,63
16385,31,83,58,59
15650,29,80,57,61
16184,32,83,62,58
16037,33,87,59,59
15797,30,88,63,56
16768,32,83,57,69
16170,32,78,56,55
16315,29,93,61,62
15027,31,77,59,58
15944,29,98,61,57
16120,29,90,58,66
16206,31,89,60,57
16194,30,76,58,59
16234,32,84,59,58
16015,27,81,57,58
16086,30,80,59,64
15756,34,84,66,64
16497,34,84,62,60
15373,32,84,67,66
15903,32,82,59,60
16636,33,85,61,73
16336,29,86,59,57
15875,32,81,58,56
15296,29,83,63,56
16070,27,78,54,56
16508,29,85,62,60
15826,31,93,58,58
15969,30,102,58,54
16105,31,79,60,61
16620,30,81,59,59
16484,30,82,56,57
15216,30,83,59,54
15621,33,85,59,62
16424,30,86,65,58
15298,30,80,59,64
17029,32,81,59,55
16991,31,89,55,54
15153,31,83,61,59
16582,32,79,60,65
16017,33,83,55,57
16399,29,80,61,53
15944,30,81,61,56
15879,28,81,56,59
16024,29,92,59,58
16426,31,79,64,60
16012,32,81,61,55
15780,29,96,57,59
17123,30,84,67,55
16936,33,87,62,55
17106,27,85,57,56
15857,33,80,61,56
16694,34,86,64,60
16594,31,78,54,50
16909,30,78,60,60
16576,29,81,59,62
16478,31,80,55,60
16381,33,88,56,56
16126,32,88,63,56
16116,30,88,56,55
16984,32,81,60,62
16570,31,79,60,54
16756,34,92,71,56
16253,30,85,59,66
16131,32,85,59,55
16641,31,86,56,60
16250,30,97,60,56
16743,29,84,56,63
16504,30,93,59,58
17147,28,78,57,53
16268,32,80,61,61
16692,29,84,58,60
16066,30,82,58,59
16966,31,84,59,65
16500,29,85,59,57
16594,32,86,55,58
16882,32,85,56,59
17154,30,84,56,72
17451,32,82,58,58
16089,31,83,70,61
16781,30,79,59,61
16602,30,85,62,56
16536,36,94,59,54
16606,30,86,65,57
16841,34,88,58,56
16542,32,82,61,59
16415,33,82,60,55
16690,29,81,58,60
17009,32,90,58,59
16191,31,84,60,59
16407,32,80,65,59
16706,29,86,56,55
17077,26,79,60,60
16838,32,80,57,58
16706,33,83,57,54
16037,31,94,59,70
15766,31,89,59,55
16344,29,80,64,59
16584,29,82,56,60
15610,31,81,64,55
17199,28,84,57,56
17505,30,87,57,61
17192,34,80,70,61
16157,33,89,56,57
16455,31,87,60,62
16001,31,87,59,60
16766,31,95,59,60
17074,33,84,61,60
17029,31,86,55,52
17145,28,86,69,61
16292,29,88,65,60
17308,30,95,57,68
17499,35,83,57,54
15419,31,81,64,70
16568,29,89,57,67
16177,30,87,64,59
16447,32,90,64,65
16677,28,80,62,68
17448,32,83,63,57
17093,31,85,60,56
17245,28,91,65,63
16426,33,95,61,62
16465,30,95,58,57
16055,31,78,57,57
15347,29,91,59,58
17392,31,81,62,56
17441,34,83,54,70
16686,33,93,61,56
17164,30,84,55,75
16943,32,91,58,57
16982,31,97,70,57
16297,31,91,66,67
16785,29,81,63,54
17540,29,85,60,67
16747,31,77,59,58
16543,31,84,57,62
16678,32,84,58,61
16720,32,77,60,63
16822,28,82,59,55
16774,31,81,55,53
16753,30,84,63,62
16533,30,84,59,57
16604,31,79,60,60
17174,31,94,60,60
16794,30,88,60,51
17219,28,81,66,59
16659,28,88,60,60
16253,27,80,62,62
17624,30,81,62,60
17069,31,83,61,55
16430,31,81,56,51
17351,30,85,71,72
16559,28,94,58,55
17343,31,87,58,58
16176,32,84,57,56
17259,30,88,58,56
17228,32,88,58,58
16518,33,82,58,73
16856,32,87,64,62
16950,32,81,62,59
17006,36,75,57,57
17553,34,91,58,59
17969,30,82,61,54
17226,31,88,60,56
16123,30,99,62,55
15955,34,87,62,59
17558,29,91,57,57
16398,31,90,59,55
16625,30,87,60,60
16854,30,88,58,54
16799,33,81,57,59
17786,34,89,56,57
17420,32,85,56,58
16572,30,90,61,60
17345,29,82,57,58
17394,31,90,68,53
17570,35,79,60,64
18535,28,87,65,59
16933,30,87,64,58
17895,34,81,59,61
17741,28,75,56,61
17150,30,81,62,56
16505,31,84,65,59
17736,29,86,66,58
16139,29,83,58,55
16791,32,89,58,56
17104,36,85,60,55
16856,33,77,63,54
17524,28,98,63,62
18499,35,84,64,54
17185,34,81,61,56
17946,34,83,57,57
16377,28,80,58,64
17376,32,83,63,66
17715,33,81,59,55
16736,29,86,61,55
16880,29,100,68,57
17521,31,79,72,56
17595,31,80,57,62
16534,32,89,59,58
16673,29,93,60,55
17885,32,84,61,54
17637,33,85,60,58
17756,33,85,60,57
17693,31,88,55,58
17006,28,80,66,58
17018,29,84,56,56
18531,30,80,60,59
17670,30,90,71,57
16505,30,90,57,53
17495,35,90,62,56
18122,33,78,58,58
17367,28,85,55,54
17418,32,78,55,61
17034,30,89,57,59
17474,31,96,67,57
17262,32,86,66,60
17742,31,80,58,64
16987,32,76,64,58
17167,31,80,60,59
17970,34,83,61,59
17584,32,82,57,54
17053,31,88,60,67
16798,28,98,61,59
18120,30,79,58,55
17213,28,96,62,59
17156,30,77,61,56
17456,29,80,57,58
17518,32,80,59,57
17144,33,83,57,58
18115,32,87,63,57
17381,29,85,62,60
17330,30,79,58,58
16422,31,78,58,63
17974,31,86,66,57
16631,31,91,65,57
17609,32,79,62,54
16809,28,79,60,56
17404,27,86,60,59
16826,27,84,66,57
16978,28,81,66,59
18146,30,78,58,54
17094,30,82,54,57
17189,30,87,64,56
17897,32,84,62,58
18024,31,90,58,54
18027,30,84,66,59
17530,29,76,55,53
17620,32,94,63,63
16519,31,88,59,65
16785,32,82,64,57
17544,29,84,59,60
18074,32,78,58,59
18310,30,77,58,57
17916,32,84,56,57
16532,32,92,65,56
17792,29,83,55,54
17819,32,80,60,56
17566,34,85,59,51
17370,32,92,58,54
17955,32,96,59,59
17597,29,89,62,62
17235,31,92,60,57
18553,31,91,60,55
17779,29,85,57,57
16970,32,86,67,59
17111,29,89,60,56
17566,30,81,60,58
18384,29,91,58,63
16279,30,91,64,57
18541,29,83,60,58
16616,30,85,67,59
17371,31,87,66,61
18896,31,77,58,57
17125,29,81,59,57
17938,31,75,60,51
17955,29,83,59,55
18709,31,82,59,60
16917,32,85,68,62
17340,30,75,60,60
17970,31,83,57,57
17558,34,79,61,54
17149,34,78,58,65
17915,30,87,60,56
17985,28,81,54,52
17895,29,77,55,56
17851,30,82,61,53
17740,32,94,59,66
18573,30,85,63,57
17818,30,75,59,56
17927,32,86,60,58
18042,32,92,72,64
17202,30,83,56,58
18004,32,88,63,57
18249,29,79,58,60
18438,30,81,61,58
18160,32,85,57,55
17716,28,76,56,58
17821,31,87,61,62
18003,33,80,59,70
17735,30,84,64,58
17486,30,90,69,57
17619,33,87,59,60
18702,30,86,55,58
18990,34,82,65,55
17417,32,90,62,66
18561,31,81,55,56
17809,34,98,64,56
17647,31,82,63,55
18479,30,81,58,59
18030,31,80,65,62
17192,31,97,60,56
17792,33,88,56,57
18602,31,85,67,57
17777,29,92,61,54
18124,29,87,57,57
18110,29,91,58,56
18548,33,92,62,54
18439,32,98,60,59
17398,32,82,63,58
17552,29,79,59,56
17490,31,86,63,58
18713,30,78,59,60
18231,29,89,61,55
18612,32,81,62,55
17731,30,93,57,59
16810,32,82,56,58
17314,33,86,57,61
17527,30,85,57,56
17531,34,89,60,59
17282,31,86,64,62
17962,28,88,61,59
17564,32,86,61,56
17869,32,82,59,58
19068,28,81,58,63
17360,32,87,58,61
17787,30,81,58,58
18562,28,98,63,62
17720,31,82,55,58
18347,33,91,58,59
18983,30,89,62,62
17865,36,86,58,57
17680,35,84,58,59
19114,33,83,58,56
18742,37,83,62,56
18606,32,79,57,56
17943,32,83,56,53
18223,29,92,61,64
16875,31,84,63,61
18057,34,84,58,54
17362,31,89,60,57
18243,29,76,59,54
17944,30,91,60,58
19293,28,90,55,58
18682,30,81,57,56
19443,28,91,60,66
17889,29,87,63,61
17980,33,89,66,61
17415,29,79,64,59
19526,34,86,58,62
18483,28,78,59,68
17440,29,80,62,56
17948,28,87,58,56
18106,30,88,60,62
18781,31,90,65,57
17266,31,88,62,62
18889,33,85,67,58
17679,30,83,57,56
18219,29,80,62,56
17566,29,78,63,67
18751,28,82,57,54
17709,33,84,55,57
17065,28,82,66,66
18882,31,86,62,60
18446,29,91,60,60
18645,32,104,60,57
18403,31,92,60,58
18684,32,92,59,58
18572,29,93,58,56
17989,33,79,65,61
18323,29,90,56,56
19264,30,86,70,58
17169,31,91,58,61
18553,33,88,65,58
17719,31,85,68,60
19008,33,75,57,56
18317,32,84,56,58
17789,30,87,56,63
19655,30,81,59,56
18122,26,79,64,59
19200,31,88,57,54
17814,31,85,58,60
18638,30,86,59,60
19348,28,85,57,55
18332,29,86,60,63
18812,30,90,59,59
17627,32,91,63,56
18644,30,86,61,57
18018,31,92,56,57
17584,30,78,64,56
18428,32,79,65,60
18682,29,83,57,60
20084,31,83,59,54
19442,31,86,63,57
19484,29,82,65,55
19146,29,81,57,62
17696,31,83,63,58
17964,30,76,66,63
19164,30,79,57,58
19190,32,81,62,57
17966,33,82,57,64
18238,33,86,61,62
18884,32,79,57,60
19762,32,84,58,58
18744,32,89,61,59
17041,30,86,61,64
18593,33,81,61,57
18938,28,91,63,59
18572,33,86,64,62
18596,30,81,61,58
18284,29,86,61,61
19226,33,86,65,56
18397,33,89,63,61
18409,31,81,61,62
18667,31,82,63,59
18608,29,90,63,62
17379,35,76,58,57
17420,31,95,58,56
19129,32,88,61,58
17803,31,80,64,62
18311,33,83,60,58
19317,29,83,58,66
19141,33,77,59,55
18160,31,90,65,62
18405,30,77,56,53
17942,31,79,75,61
19443,28,83,64,58
18291,33,84,61,56
19340,32,80,57,53
17452,32,78,59,55
18944,35,90,59,58
18316,29,87,62,67
19417,31,102,59,71
19368,30,86,56,65
19633,34,95,59,58
17635,31,89,59,57
18593,30,84,60,59
18379,32,82,59,59
18496,32,89,65,60
19235,32,83,57,61
19429,31,83,64,59
19290,32,85,59,67
18741,31,92,64,60
18472,33,104,57,55
19610,34,92,58,63
17566,29,88,57,57
19010,29,82,66,61
19385,32,88,65,59
17837,30,90,60,60
19227,31,78,59,58
18924,31,82,56,54
18828,30,79,58,56
19167,31,85,71,57
19197,31,88,63,57
19302,33,83,61,61
18974,32,96,63,56
19395,33,77,57,57
18507,32,82,67,57
19464,32,87,59,60
18930,32,90,64,62
18480,33,89,58,64
19591,31,80,57,62
18739,31,85,57,59
19016,34,77,59,59
18833,29,94,60,57
19365,30,87,68,57
18105,34,92,64,59
17900,31,85,58,60
17486,31,100,61,62
19424,30,81,59,60
18618,31,84,60,59
19079,32,90,66,58
18678,30,91,58,60
19471,29,91,61,57
19549,33,88,69,54
19568,31,89,61,65
19231,32,94,69,62
19251,31,83,60,55
19408,32,88,62,58
18323,31,88,59,59
18872,33,80,58,57
18556,35,85,61,62
18676,33,80,65,66
19794,30,87,56,55
19441,30,83,56,60
19145,33,87,62,62
20154,31,84,56,58
19747,32,82,58,58
19376,29,88,65,64
19480,32,88,59,55
19605,31,92,56,54
19530,29,82,59,64
18690,31,85,60,61
19764,33,93,58,56
19706,30,85,65,56
19122,28,89,59,56
19666,32,80,65,59
19779,34,104,56,64
18286,30,80,59,54
18850,32,86,67,69
19001,32,88,65,58
19814,33,90,61,54
19449,32,92,62,60
19051,30,87,58,56
18758,29,86,60,64
18885,32,79,61,65
19273,30,85,63,56
19756,29,81,65,61
20183,29,80,62,59
18535,34,94,57,65
18604,29,92,58,57
19747,31,102,59,63
19175,32,97,56,61
18771,36,93,61,63
19401,31,84,63,60
19361,33,87,60,56
18891,32,88,57,59
18862,31,85,56,57
19396,31,84,57,62
19120,29,78,57,58
19970,33,97,64,59
19987,32,86,58,56
19379,33,85,65,58
18552,30,86,57,65
18538,33,88,60,59
18437,30,91,63,56
19417,33,88,57,57
19472,32,97,59,54
18662,33,86,58,61
18863,31,88,59,57
19236,30,83,57,56
19336,31,86,64,58
19304,32,92,66,60
18941,33,88,67,57
19428,31,84,55,58
18854,30,87,59,60
18978,31,82,63,56
19967,29,88,71,59
20038,32,82,59,59
18126,29,82,61,64
18740,29,87,61,57
19624,31,89,62,60
20053,32,89,63,58
19141,31,84,72,57
19531,30,91,58,60
19323,29,80,64,60
19446,34,86,63,60
18381,31,87,63,60
19775,30,90,62,60
18086,29,77,60,62
19403,33,102,61,58
18754,31,108,60,62
19751,31,91,59,54
18706,31,85,56,54
19638,33,85,61,68
19111,36,94,60,57
19019,29,94,62,62
19957,30,84,59,65
19945,33,81,59,55
20262,32,83,61,60
18945,30,84,63,60
19281,28,88,57,63
18936,35,94,63,61
20220,33,83,61,58
19967,28,85,63,61
19845,33,97,62,58
18818,31,89,64,59
18227,32,90,63,62
20169,32,88,60,54
20115,31,84,63,53
19541,29,90,59,63
19505,31,82,63,60
20104,31,93,60,58
19882,33,91,57,67
18387,33,87,67,63
19926,32,83,63,58
19678,32,91,59,59
19581,32,97,62,55
18851,34,87,77,57
18397,33,86,59,63
19532,31,81,62,56
20814,31,92,61,60
19207,31,92,59,56
20447,32,79,64,60
19742,29,84,58,57
20387,30,100,65,59
18353,30,86,61,58
19573,31,92,63,58
19240,33,91,71,61
20039,31,82,54,52
20449,32,96,59,56
20383,31,94,59,58
20365,30,84,63,64
19117,26,87,60,63
19770,33,96,64,62
20458,31,87,59,61
19743,31,85,56,63
20713,28,86,57,57
20542,29,85,58,57
19313,28,78,65,57
19725,33,85,62,63
20388,31,93,62,57
19709,32,91,62,60
19171,32,86,61,62
19635,30,79,62,59
19736,29,90,58,55
20354,30,99,61,62
18568,29,89,60,60
19595,32,82,60,58
20394,30,85,57,56
19822,36,90,60,60
20302,32,92,58,62
19512,34,85,60,57
19498,29,82,59,55
19386,33,84,57,63
20443,34,84,57,71
19965,31,93,58,55
19725,29,88,55,59
19950,33,89,60,59
19806,32,92,68,57
19983,31,97,60,56
18587,32,82,61,58
19608,28,97,61,57
20449,29,87,57,54
18255,29,85,62,56
20478,27,83,69,64
20465,34,82,57,58
18736,33,79,68,60
20576,29,90,61,57
20349,29,99,57,58
20479,34,97,61,56
20474,31,84,69,60
20682,32,98,62,60
18967,29,84,58,62
20177,32,84,59,54
21122,33,86,59,62
21107,32,91,59,64
19712,30,114,61,63
20251,31,92,68,59
20590,33,85,65,75
20028,36,94,66,62
18709,33,89,61,65
20152,31,89,58,60
19879,30,88,63,65
19835,30,90,62,59
20371,30,86,61,51
20607,30,88,63,59
19911,29,88,63,59
20293,33,88,63,59
20479,32,94,58,55
20464,32,93,60,55
20470,30,89,59,58
19728,31,88,57,59
19986,28,105,61,58
20053,33,83,57,63
19659,28,94,60,56
21248,30,83,60,56
19753,31,85,56,68
21037,33,91,61,57
20400,32,92,57,57
20331,30,89,61,55
21149,31,86,72,68
20744,31,85,55,59
20003,34,97,60,56
19620,32,82,56,56
19375,31,87,58,55
19390,34,92,59,64
19915,29,90,60,56
19684,28,91,65,65
19434,33,104,58,63
20372,35,87,60,59
20147,33,86,68,57
20443,30,100,71,63
20863,33,85,60,55
19525,29,88,68,61
21012,33,94,61,56
20266,30,87,59,58
20309,36,93,57,58
20248,28,83,67,60
19334,31,85,56,58
20827,30,84,56,57
18936,31,92,59,58
20041,30,83,66,57
20436,31,97,58,71
18978,36,92,58,60
20935,32,89,57,59
20143,32,96,67,58
21339,33,89,62,60
18793,32,90,60,58
21257,30,85,57,58
20359,29,97,58,59
19230,31,92,59,56
19678,32,90,62,63
20154,28,83,59,62
18843,30,93,59,60
19889,30,82,57,58
20772,37,89,60,61
20821,32,82,56,59
20373,31,89,67,58
20599,34,93,65,59
19425,31,91,64,58
19908,32,85,59,60
20254,34,90,65,59
20579,33,94,58,62
20077,31,83,58,61
21093,33,92,59,58
21289,33,92,57,61
19422,31,95,63,62
21044,31,85,59,56
20148,29,93,64,57
20522,29,105,57,55
21573,32,85,57,60
19565,33,92,58,61
20437,28,87,58,60
21249,31,85,54,53
20013,30,85,57,58
20278,28,81,58,58
21230,34,84,59,57
20451,28,84,59,57
20916,33,94,65,67
20164,33,83,56,62
21707,29,102,62,56
21237,29,84,60,61
21609,31,87,68,56
20340,29,79,58,60
20481,31,99,62,56
19486,35,79,64,55
20740,31,90,62,59
20147,31,85,59,60
20279,27,84,61,64
20017,33,87,63,58
19952,34,92,63,58
19893,32,90,65,62
19833,32,81,61,58
21507,31,87,58,59
20517,31,82,61,59
21175,34,80,56,56
20366,29,84,56,56
21566,32,90,61,60
21422,33,87,59,57
20045,33,90,59,62
20126,33,85,60,61
21825,36,97,61,70
20856,28,84,58,58
20123,30,91,61,59
21559,33,98,62,63
21474,31,84,55,53
20481,30,86,58,53
20412,33,95,61,61
20505,32,87,66,67
20749,32,85,58,58
21573,33,89,58,61
19692,32,84,65,58
21531,30,85,59,60
20093,32,86,64,59
20924,31,108,65,65
21038,30,92,59,57
21805,31,89,57,63
19958,35,84,64,58
19323,28,81,58,56
20345,27,83,58,57
19753,31,82,63,59
20577,35,87,64,58
20230,34,92,60,62
20532,30,84,59,61
20444,30,89,60,57
20532,30,92,55,58
20515,32,88,58,57
21717,29,88,61,65
20911,31,102,57,66
21366,31,91,59,61
21273,33,103,65,64
20892,31,82,61,62
20755,31,87,68,59
20891,30,92,60,60
20867,29,90,57,57
20927,31,87,57,59
19791,32,92,60,63
22303,32,86,59,57
19885,31,86,59,58
21287,30,90,56,57
21293,31,86,61,61
20908,30,87,66,64
21331,33,80,63,66
20035,31,83,59,62
22038,36,99,65,55
20998,30,100,62,59
20760,32,83,58,54
21276,30,89,61,59
20915,30,87,66,57
20343,31,91,59,60
19853,29,95,60,58
20520,36,95,63,59
21688,32,89,55,57
21736,31,95,63,68
21376,32,92,58,67
21814,34,91,61,64
21427,33,97,56,52
21596,34,87,57,53
22118,31,86,64,61
21944,32,86,62,57
21949,33,90,60,60
20323,34,88,60,57
22098,29,90,59,61
20871,33,87,57,61
21369,32,84,55,56
20958,32,88,61,61
21455,30,82,60,59
20344,33,96,61,56
20798,31,91,58,58
19951,30,81,61,61
20652,33,90,56,59
20857,30,81,58,58
21998,31,92,60,56
20312,32,86,60,59
21757,28,86,59,54
21689,26,88,65,63
21395,28,85,59,58
22382,30,94,60,58
22114,34,90,59,62
20663,33,91,62,55
21428,32,89,62,60
19969,31,86,56,54
21891,35,88,61,60
21465,30,82,60,57
20086,33,94,59,57
21751,28,98,61,60
21051,34,95,63,56
22063,34,95,60,56
21734,33,82,66,57
21587,30,95,59,59
22024,31,101,63,59
21856,27,86,62,60
20877,29,87,59,61
20359,35,86,56,57
22033,34,90,69,60
19578,30,84,64,58
21218,33,83,65,61
20838,27,82,60,62
22779,32,88,64,60
21103,29,91,62,63
20627,29,86,61,53
22168,29,86,66,60
21464,34,94,59,58
22428,29,87,59,57
20991,32,88,71,57
21171,33,99,62,57
21953,33,84,59,62
21929,33,85,59,58
20757,32,83,60,59
21550,31,87,61,60
20565,29,93,61,57
21042,29,86,59,61
21233,28,79,57,58
21406,31,96,61,59
21446,29,91,60,59
21409,33,95,63,61
21387,26,87,63,60
22073,32,93,57,55
21415,30,85,63,57
21645,30,91,61,59
21534,33,102,60,60
21037,32,98,63,61
22030,35,87,66,60
21338,32,80,61,55
21303,27,89,67,62
20568,29,86,63,57
20386,34,97,59,57
20885,30,81,61,56
22269,34,94,57,57
20787,31,99,59,62
22393,33,88,56,56
20656,30,96,57,56
21251,34,89,57,56
22086,31,85,59,56
22179,30,91,59,64
21705,34,90,67,55
20469,31,107,71,66
22307,33,95,62,59
21867,31,96,55,54
21476,29,85,61,57
20418,35,88,57,54
21473,32,93,64,59
22174,35,93,63,62
21305,31,93,59,60
21979,29,91,60,62
20695,29,96,68,61
22947,30,82,56,59
21374,31,84,63,62
21228,26,90,60,70
21424,31,86,60,56
21398,31,88,62,58
21468,31,85,65,60
21848,32,85,59,60
21485,29,86,62,59
21272,34,83,57,58
22063,27,92,64,62
22392,30,88,60,56
21657,30,84,60,57
22035,31,90,60,55
21072,31,84,63,60
22270,31,91,64,59
21047,30,95,62,60
21025,33,99,60,58
21643,34,99,61,55
21497,32,100,60,61
22440,32,100,60,60
22726,34,83,58,59
21848,29,81,58,59
22039,29,84,58,62
22268,31,79,54,58
22881,36,88,68,57
22798,33,90,58,57
22295,34,95,65,69
22660,29,89,64,58
20944,33,95,58,60
22292,33,82,63,58
21612,33,98,72,60
22559,29,88,72,56
22510,31,91,57,64
22009,32,88,58,59
23363,29,80,55,54
20858,34,92,63,59
21389,35,90,64,66
21843,32,95,74,57
21483,34,82,59,59
20777,33,93,61,57
21821,33,90,56,59
22084,31,86,56,55
21359,31,99,59,60
21547,30,82,58,59
21990,31,85,62,58
22518,31,93,58,55
21026,31,102,58,62
21533,31,91,57,56
22410,28,84,60,61
20669,33,88,60,55
20941,33,84,56,59
22882,28,91,58,61
22063,33,89,64,63
21372,32,95,68,66
22028,33,102,61,56
22880,32,96,62,56
22789,29,86,65,64
21868,32,92,78,58
22554,30,87,57,55
21717,30,83,59,56
21915,29,88,61,55
22360,35,94,63,62
22528,31,98,63,58
21497,31,102,68,59
23410,32,80,60,61
21878,31,84,56,61
21410,33,85,59,58
23101,33,88,57,61
20375,32,88,59,58
23116,35,86,63,60
22549,31,102,60,60
22451,33,90,60,58
21999,29,96,71,58
21449,30,96,56,62
21598,36,97,65,59
21446,31,87,53,52
21928,36,92,59,58
21647,34,99,61,61
22427,31,104,68,55
22088,31,93,63,56
22653,30,88,59,57
20885,33,93,59,74
22403,33,95,59,60
21753,31,85,69,63
22590,32,98,58,56
21735,31,83,58,59
22036,30,88,57,56
22791,31,91,60,63
22688,31,82,59,59
21499,33,81,65,56
22581,33,88,57,56
22231,34,92,64,63
21896,31,96,61,57
22740,31,91,59,59
22772,35,88,62,56
21260,31,91,59,55
22586,36,94,58,57
22231,29,93,60,59
22618,34,90,61,57
21662,33,103,59,53
23269,31,88,56,54
23102,31,90,60,55
22061,32,90,60,57
21889,30,93,60,61
20694,32,79,57,55
22423,30,92,58,57
22157,30,85,66,58
23176,31,86,63,55
21840,34,93,60,55
22558,32,101,62,61
23226,30,87,59,60
22257,32,89,59,59
21938,31,88,60,56
22563,31,91,59,56
21690,33,94,61,66
21398,34,94,59,58
22929,30,79,59,56
22292,32,94,62,56
21417,34,109,64,57
22066,35,83,58,61
22550,30,92,63,58
22990,34,87,60,58
21384,32,90,59,57
22308,32,84,63,55
21240,31,90,57,56
22105,32,86,65,60
22079,34,83,58,56
21249,35,82,63,55
22339,37,85,70,56
21479,30,87,59,60
22068,30,81,55,55
21299,33,94,59,62
21245,30,84,57,53
21665,30,96,62,55
22887,31,101,60,58
22517,32,80,67,56
22256,33,82,66,65
22012,33,86,58,59
22953,31,96,64,57
21993,32,84,57,54
21862,32,109,59,63
23557,29,91,62,61
22585,33,108,66,63
21589,35,88,57,59
21411,31,82,65,57
23045,33,91,61,59
22487,30,84,55,55
22780,34,88,59,61
21985,29,91,61,58
21181,32,83,59,59
22386,33,81,57,58
22712,33,113,62,56
21881,32,92,64,58
23164,31,90,59,66
22129,33,94,63,57
21821,32,91,60,59
22670,29,85,64,60
22771,34,102,66,65
21683,32,93,59,58
22960,30,86,59,57
22678,32,86,64,68
22388,34,89,57,53
23318,30,95,60,63
23018,34,91,60,58
22519,33,94,61,55
22770,32,88,64,61
23686,29,90,60,60
23061,32,85,63,54
23606,30,92,65,59
22430,30,89,62,60
23339,32,92,57,58
23385,31,89,65,61
20916,29,82,58,66
22964,31,89,58,60
22910,33,87,64,57
23824,31,90,66,59
22261,32,92,59,57
22203,29,91,60,59
21976,34,94,66,58
21848,33,82,63,58
24039,30,101,58,67
23285,36,92,65,59
23189,29,87,61,57
21910,30,85,59,63
22830,32,88,63,61
22223,28,93,61,60
22697,30,100,59,66
23964,30,104,60,56
22795,32,91,62,63
22797,34,92,57,57
23559,28,83,59,56
23313,31,89,61,59
24229,33,95,61,64
22057,35,95,62,63
20974,30,100,60,59
23726,29,86,59,54
23234,33,89,59,60
23551,33,98,58,55
22117,31,87,60,57
22070,29,88,57,60
22156,35,90,67,64
24269,30,89,61,61
22328,30,83,60,55
22972,35,86,62,60
22598,33,86,56,55
21843,29,83,64,60
22811,28,98,60,63
23576,33,89,59,59
22334,33,89,63,57
23294,31,82,61,64
22886,34,87,62,60
22835,30,81,56,57
22269,32,89,63,63
22726,33,96,63,59
22425,33,84,59,56
23788,29,88,60,55
23653,34,87,60,56
23238,31,85,58,52
23133,31,97,60,62
23378,33,89,61,68
23089,32,92,61,61
22276,32,83,63,58
22292,31,99,62,59
22717,28,90,57,56
23387,33,88,62,58
22075,33,80,58,60
22194,28,82,63,57
24438,36,88,57,58
23425,35,87,57,61
23010,33,89,59,57
23024,32,94,59,58
22715,32,89,63,63
24246,32,84,62,57
24030,32,89,60,55
23918,31,85,60,59
22069,33,86,60,59
23263,32,91,65,57
23450,32,90,61,53
24270,32,95,59,52
23682,34,84,62,58
23313,31,88,59,60
22963,33,92,60,62
23534,30,87,56,53
23778,32,91,63,58
22667,30,100,66,62
24000,32,94,61,60
23361,32,98,60,63
22649,30,88,58,56
22327,32,86,60,56
22343,32,89,54,54
23717,34,96,61,62
23867,32,86,60,56
22933,30,84,65,57
23541,35,93,59,61
23148,32,89,63,61
23139,29,91,58,59
22397,31,87,56,57
23829,34,91,67,62
24226,36,89,59,63
24831,30,91,67,61
24177,32,86,61,64
23682,30,83,56,59
22783,31,88,57,57
24585,31,82,59,60
22259,33,88,65,57
23921,30,89,59,60
23414,31,99,56,60
23356,31,91,58,59
24241,32,86,58,63
23350,32,92,60,65
24076,30,82,62,62
22338,33,89,59,62
24132,34,81,62,62
23703,32,91,59,54
24273,33,82,59,55
23498,33,90,64,58
23432,33,99,71,63
23922,32,92,61,56
24038,32,95,61,58
24119,31,82,61,58
24091,35,85,60,56
22468,35,84,57,60
23594,32,84,59,57
23776,32,83,69,59
24540,31,81,58,67
23407,34,93,60,61
23068,30,89,61,65
24566,31,87,63,58
24935,31,102,69,58
23391,33,88,60,61
24335,32,94,57,58
23941,29,98,58,56
22893,30,84,64,59
22699,32,89,58,58
24623,33,86,57,62
23259,31,89,60,66
22867,30,94,62,58
23645,32,82,58,56
22882,34,88,61,56
23911,31,88,61,61
22617,34,91,63,56
22918,29,87,59,62
23229,29,84,59,54
24429,33,85,67,57
23285,33,97,63,56
24654,34,87,67,57
24327,32,88,62,60
23634,31,89,60,70
24477,33,89,63,59
23950,34,99,61,58
24080,31,92,59,58
24645,34,89,58,58
23488,31,88,68,66
24309,31,83,65,60
23832,34,90,60,57
23458,31,90,58,62
22296,28,87,58,59
23219,31,95,59,57
23166,30,93,61,58
24678,31,92,58,59
23542,30,80,59,59
23912,33,88,59,62
24989,31,89,62,61
23514,32,89,59,64
24329,32,81,74,62
23384,32,92,62,57
23938,30,86,62,62
23992,28,90,65,59
25147,30,85,64,59
23355,31,94,62,63
22872,32,94,59,60
23330,30,94,64,61
23864,33,97,64,64
