AVL,RB,B ONE,B FIVE,B TEN
56536,35,93,74,72
54297,34,96,67,64
55456,40,99,67,63
54468,31,95,65,66
56693,32,94,68,63
54428,36,92,66,63
53555,35,93,67,67
53961,31,96,66,62
52696,34,92,64,63
53753,34,90,71,66
55039,35,94,64,62
55417,35,94,64,63
53880,35,96,64,64
54551,33,101,72,70
53153,37,107,66,67
53791,36,105,69,63
53308,35,101,69,68
52673,35,93,69,63
52960,36,92,61,63
55564,32,91,66,63
56350,34,98,66,65
55064,32,101,63,68
55629,32,91,63,62
56208,33,92,67,67
55460,34,86,69,67
54990,35,90,67,62
56430,36,94,67,68
53844,33,94,64,63
53463,33,89,66,63
54761,35,101,66,63
54874,36,92,62,64
55887,35,101,66,66
56282,33,86,64,56
52777,32,101,65,63
56658,36,89,66,61
55149,38,100,66,65
51808,36,89,62,58
56365,36,109,67,66
52487,34,94,70,67
52807,34,96,65,68
57393,34,97,69,65
52585,37,94,65,65
56864,32,92,69,66
55332,33,108,72,68
52316,33,88,67,65
55000,33,93,66,68
53922,35,96,64,62
54391,35,103,66,68
54073,33,88,64,64
57280,32,99,63,65
57306,36,91,66,65
56226,34,91,69,64
54674,32,97,65,73
56578,33,94,67,64
56346,33,88,65,64
53540,33,94,70,65
56882,33,91,65,64
56176,34,93,68,64
57510,36,99,69,67
53733,34,89,66,66
54862,34,88,63,62
53971,32,101,66,66
55016,37,109,70,71
53725,32,89,66,62
53891,33,88,62,61
56766,33,101,65,71
54347,35,96,66,62
52710,38,100,76,70
57825,35,100,69,68
53121,33,97,72,70
55053,31,91,65,64
54756,31,97,65,61
54158,36,93,72,75
57221,33,88,64,61
56170,32,89,68,62
56582,34,100,66,65
52902,34,102,66,64
56862,34,88,71,64
53686,33,92,68,65
55079,36,100,69,64
54154,33,93,66,59
54129,31,90,64,63
55577,32,97,66,64
56510,34,100,68,72
55646,32,89,72,72
55582,32,102,68,67
55453,33,87,70,66
55381,37,93,67,67
55077,34,99,68,68
57481,33,89,63,60
53887,34,94,66,66
56444,37,93,73,64
54876,35,99,72,70
56730,38,96,69,64
54514,36,93,65,71
54515,34,90,70,62
55881,33,90,70,68
54411,36,96,67,62
55573,34,95,69,66
54059,35,89,67,63
55874,33,97,64,64
53736,35,90,67,66
54991,32,107,75,68
55366,31,93,72,59
54543,34,92,69,66
56751,37,96,64,65
52058,34,93,66,64
55554,36,99,72,68
54684,34,91,63,62
55329,38,100,69,72
53809,34,102,68,69
54384,34,99,68,67
57243,36,93,63,59
56694,35,93,67,65
57380,31,91,67,63
54216,33,101,67,69
54213,38,101,68,70
55464,32,92,68,63
54157,36,101,70,65
56976,36,93,62,59
55454,33,91,78,65
55787,34,97,63,63
55761,34,91,65,65
56483,32,103,70,66
52267,34,100,70,65
54654,36,95,64,63
52870,36,93,65,62
56282,37,91,64,67
53811,35,96,68,65
56212,33,90,75,63
54634,36,92,66,62
54908,35,96,64,66
56477,33,93,77,67
56549,38,96,65,64
54637,35,99,68,70
53546,38,94,65,63
53161,34,97,65,68
56338,33,105,71,64
54873,35,101,66,63
57420,35,94,69,69
54780,31,94,65,65
56284,35,87,64,61
56138,35,86,66,61
54259,36,100,70,67
57707,32,94,65,69
55968,34,108,62,61
56718,34,95,63,63
56920,33,89,63,64
54172,34,93,65,69
54477,35,100,64,66
52346,34,104,71,65
54857,35,88,61,62
58141,33,102,65,64
56691,33,97,70,74
54818,35,100,73,65
54140,36,92,66,66
53059,33,97,69,62
57289,31,94,69,64
56171,33,109,67,65
54524,34,84,62,58
55358,35,85,65,57
57299,34,98,63,59
55109,34,95,66,67
55473,32,89,66,59
55029,33,104,62,70
56992,30,94,66,64
58638,34,100,70,68
56934,36,102,73,65
57031,33,105,67,62
57550,34,92,67,62
55890,38,91,67,68
53758,33,97,67,63
54302,35,93,67,65
56792,30,93,63,58
55652,32,96,63,64
56031,34,101,66,72
54902,29,89,61,65
54695,35,88,60,59
55674,35,92,65,63
55951,36,96,65,65
56114,34,98,64,62
53647,35,96,64,68
55733,32,96,76,67
56510,38,91,63,61
54235,32,99,67,65
54725,32,91,64,66
56516,34,84,62,60
54815,31,88,69,64
54739,33,95,65,65
55315,33,93,72,64
55683,33,97,70,61
54329,34,89,66,63
53541,33,88,67,68
56771,35,95,68,63
56778,31,91,65,68
57350,32,90,69,63
54015,35,93,66,62
54357,36,93,67,64
57010,36,94,64,61
55233,34,91,72,64
57598,33,91,78,68
55729,33,86,67,69
56965,33,87,73,64
55715,34,94,66,60
57953,32,100,71,63
56059,34,90,66,66
53263,35,88,72,68
54732,35,89,69,63
55404,33,91,65,66
57301,32,94,66,69
56813,33,100,72,64
55836,36,87,66,61
56364,30,105,65,70
55601,33,86,69,68
56133,35,89,68,69
56669,34,96,62,61
55585,36,105,69,69
56237,33,96,64,70
55370,35,101,69,66
57211,35,94,65,64
55127,35,92,64,62
56465,36,92,62,65
57424,31,99,64,62
55863,33,89,65,64
56477,33,95,66,62
53719,34,87,67,60
56113,35,91,64,60
54786,38,89,64,61
53703,33,88,64,66
55425,37,101,64,69
56038,34,99,65,66
55424,32,95,72,61
53856,37,92,72,71
55644,34,91,64,63
58314,34,103,67,62
57043,34,86,66,64
54846,34,86,66,63
54574,37,103,64,69
54841,36,90,71,68
57398,36,93,64,67
55778,35,94,65,63
55847,36,97,63,61
54521,36,94,69,65
58655,33,93,63,62
54543,33,102,67,66
54997,32,93,72,62
55611,32,92,69,68
56023,34,94,64,61
53174,38,92,66,66
55941,38,93,65,63
57405,32,92,65,64
56416,31,102,66,65
57153,36,87,63,63
56223,34,89,63,64
55251,35,97,69,65
56671,32,105,67,75
56149,36,99,70,66
57826,34,115,66,70
57582,34,95,64,61
57264,33,95,73,64
55786,33,96,72,64
57013,37,92,68,61
55445,33,99,64,66
56566,36,88,62,64
55681,32,86,63,64
56291,33,96,70,70
55263,34,94,67,65
55811,33,105,69,69
56283,34,92,67,65
57805,37,97,67,63
55670,34,96,73,68
56173,37,92,64,73
54595,34,99,67,73
54623,36,94,67,72
55805,32,89,62,60
54141,37,93,70,72
54332,33,90,63,64
57032,36,106,69,65
58042,37,91,64,62
54703,36,91,61,61
55469,37,89,68,66
57261,35,95,74,64
55056,32,92,68,62
57057,35,103,66,63
56705,37,100,67,65
57094,33,87,65,76
55451,33,91,66,68
55806,32,95,75,66
56789,34,89,69,66
56068,36,102,74,66
56979,37,98,70,59
57237,34,87,70,65
55930,32,88,65,63
52926,33,92,62,62
55305,34,90,63,61
56284,34,94,65,64
57064,35,90,71,62
57846,35,90,64,59
57185,35,94,65,68
57774,37,96,67,63
55717,32,107,71,65
57661,37,93,63,64
55482,38,106,69,70
55457,34,88,66,63
55249,34,88,62,60
56075,37,93,67,65
53655,33,91,64,64
56224,32,93,70,66
56088,36,106,73,65
58911,32,91,66,61
55009,32,94,68,70
57528,36,95,62,58
57154,34,99,67,61
55613,34,92,67,67
55930,38,97,64,61
59016,34,93,69,64
54845,35,95,65,69
57876,35,94,67,66
55633,36,99,63,63
55952,36,100,68,66
56512,35,98,70,65
55736,36,98,65,68
57677,34,94,63,62
55116,35,105,63,63
56150,35,97,71,65
56481,37,95,70,73
57387,34,101,69,62
57022,32,92,64,63
56038,34,92,73,75
58464,33,92,62,64
57072,36,100,74,67
56506,34,92,65,64
55679,33,109,70,67
57450,34,93,69,67
55287,37,92,63,58
56998,31,103,74,69
54450,33,97,62,62
54945,35,99,70,63
58490,32,88,73,67
55579,34,104,66,65
56159,37,95,68,71
54994,35,98,71,72
56003,33,90,64,68
59936,38,108,68,63
56351,34,94,68,63
56341,34,90,70,66
56924,36,98,70,69
57376,34,119,68,65
56620,37,99,69,61
55285,38,102,64,67
56774,31,91,64,68
56191,32,98,67,64
57053,37,99,66,65
57110,33,96,68,69
56628,32,88,62,59
56790,34,93,66,62
57708,35,90,63,64
56620,37,90,67,64
58550,31,88,60,59
56356,39,87,64,62
57580,35,88,69,65
57054,37,97,68,64
57079,38,87,70,63
57675,36,98,70,65
55524,33,96,63,62
53234,31,91,69,63
56000,37,102,71,64
58110,35,99,68,71
56949,34,101,62,61
57967,35,92,71,67
55896,37,95,66,61
54126,36,97,63,63
58566,35,85,66,66
56962,37,95,67,62
59456,38,89,68,61
56958,36,95,66,61
57711,32,87,71,61
58158,33,89,66,63
57096,33,101,75,73
56594,32,87,63,61
56504,35,90,64,65
57594,34,98,64,68
59027,35,93,64,60
57590,34,93,65,62
56954,34,95,65,61
56934,33,87,67,63
59066,33,88,65,67
56591,36,102,74,67
57236,34,98,74,63
58786,34,93,65,67
55381,35,95,67,62
53487,35,87,60,60
56610,33,92,74,64
55869,34,97,66,73
54436,33,98,66,61
56200,29,88,65,61
56881,36,90,65,63
55839,31,95,69,65
56093,31,89,66,67
56493,31,95,64,63
57491,32,101,62,63
55815,36,98,70,62
55394,35,99,65,70
57633,32,98,65,69
55241,34,91,65,66
56884,34,94,67,72
58200,31,90,65,60
60054,30,93,67,66
55964,37,95,67,63
56023,33,106,64,64
57227,35,98,63,63
57439,34,89,66,63
58650,35,90,65,60
58549,33,96,68,69
59347,34,92,71,64
54818,38,95,65,64
57431,37,108,66,64
57359,35,99,69,65
57859,36,92,68,69
58786,34,104,62,62
59558,31,88,64,65
55822,31,102,70,66
58302,34,93,63,63
58190,34,95,68,63
58695,35,105,64,66
57258,32,108,68,62
58175,34,99,64,65
55372,38,90,69,67
57627,34,98,63,64
58708,36,92,64,63
56897,34,96,68,66
55370,34,100,64,65
58748,34,96,70,67
57398,33,91,63,66
60119,33,95,67,64
58551,35,103,62,62
55675,34,85,64,61
56164,32,93,72,63
56518,34,87,63,64
58577,36,99,67,67
56473,35,100,65,61
56793,34,96,65,71
57655,35,91,63,62
60298,34,95,64,63
55146,36,92,64,58
56819,33,99,65,67
57226,33,93,64,67
55947,36,91,70,68
55343,30,93,67,64
58573,40,96,67,64
55920,35,92,63,64
56229,38,99,72,65
57605,32,92,67,63
57215,37,99,66,70
56846,33,98,66,66
56879,32,88,70,64
58779,34,96,65,67
57143,34,99,66,63
58444,33,100,65,69
58448,34,91,70,66
56656,35,101,69,69
54920,34,100,66,67
59029,35,86,62,63
58308,36,90,61,69
59185,35,96,67,66
54902,34,98,67,64
57492,34,90,73,62
57159,38,110,72,67
57399,33,98,69,68
56115,34,87,65,61
56195,35,100,75,72
57282,34,88,71,67
57034,36,101,66,68
58407,34,98,69,67
55197,33,88,66,63
57010,33,89,68,64
56976,36,92,66,66
57259,35,92,64,62
57843,36,94,72,67
57196,36,88,70,64
56385,36,94,69,59
58082,34,101,70,67
58572,36,99,63,67
60326,36,93,71,61
57148,36,107,72,63
55361,31,96,61,62
56886,33,90,66,63
58765,34,95,65,66
58494,34,94,71,64
56756,32,88,67,65
55902,32,88,72,64
57874,36,90,64,62
55691,36,100,64,65
58606,36,93,72,65
57100,36,97,66,59
57136,34,88,67,65
58251,34,91,64,61
57942,34,111,73,67
57648,34,92,74,67
56633,37,86,70,65
59346,37,97,66,63
59625,33,91,64,60
58984,36,102,70,68
57025,37,100,66,67
58178,34,96,67,65
59065,33,94,68,66
57774,32,85,63,63
57216,36,107,70,66
56376,35,110,66,66
58530,35,95,72,68
58882,35,99,73,65
59344,33,94,70,68
57631,36,103,69,67
58307,32,104,64,71
56047,33,96,64,74
60202,39,91,65,62
57522,36,87,66,65
57937,33,90,70,63
58423,36,106,77,64
56367,35,89,67,63
57559,37,87,70,67
60232,34,90,65,64
57106,36,106,65,63
57729,35,92,62,61
57041,34,92,67,60
55551,34,99,68,62
59758,35,112,73,64
55438,36,90,61,61
60217,33,90,66,63
57250,35,93,68,67
61222,34,96,70,69
59582,33,103,66,65
58066,34,101,71,68
60414,34,93,60,66
57020,35,89,63,61
57597,34,89,65,59
58204,37,94,65,60
60669,34,101,70,64
57667,34,87,66,61
57813,34,98,72,69
58237,36,96,69,62
57576,34,97,67,64
58117,35,90,63,65
58453,39,93,65,61
57039,36,97,66,62
57910,34,96,69,67
59238,34,92,63,59
60137,34,88,62,70
58500,35,103,67,61
58916,33,95,64,64
57683,36,93,73,63
56474,34,88,62,63
55315,32,92,63,66
59201,34,94,64,62
59018,34,92,64,72
57163,33,97,65,62
57450,33,96,67,71
58912,39,98,68,67
56640,32,90,68,64
58252,39,107,72,72
56689,38,106,69,66
58567,36,103,70,64
56698,35,92,66,64
58057,35,95,77,65
59353,34,92,65,67
60081,35,95,75,66
58762,32,98,70,70
57690,36,106,70,71
56368,35,97,66,64
59955,36,91,64,62
55359,35,92,67,67
58245,35,100,64,65
59852,36,94,69,63
60414,36,100,66,61
57942,32,85,64,58
58777,35,88,67,64
58922,36,92,70,65
58989,34,95,65,65
59690,33,90,64,61
56282,36,98,68,62
58149,35,98,70,65
58830,34,97,64,66
57208,39,92,63,64
56891,39,94,67,66
58664,32,100,77,74
57381,39,94,68,61
59957,35,89,68,61
57105,37,97,65,62
58288,33,99,68,66
57196,36,95,66,61
55831,32,99,66,61
56838,35,94,69,67
60146,36,91,67,65
58051,34,98,67,72
58295,33,92,69,65
55848,36,93,65,64
59326,34,104,66,64
59997,37,98,69,64
58158,36,104,66,65
59200,37,95,71,73
58359,35,93,65,64
56581,32,97,66,64
58254,35,89,73,68
57894,34,94,67,68
57366,37,103,71,64
54986,33,86,67,63
57314,33,88,70,61
57042,36,90,64,59
61687,32,93,65,66
56982,37,95,64,62
59424,34,90,66,63
58127,33,90,66,62
56871,35,92,64,63
59937,32,91,70,64
58640,34,104,69,68
58797,33,94,68,65
57354,34,90,68,64
58315,32,95,64,62
58308,36,94,69,63
58933,35,98,65,71
58144,33,91,64,71
56219,33,89,65,61
60882,35,88,71,63
57254,36,98,66,63
56484,35,93,71,71
58586,33,95,65,62
58959,34,92,73,66
55570,35,88,67,61
57681,32,91,65,69
58098,32,100,65,65
59189,32,97,66,76
58702,38,89,67,62
59670,34,91,66,66
57019,34,92,65,62
57050,37,89,64,66
56677,33,93,68,65
57614,37,90,64,71
61177,31,95,69,67
56245,34,100,75,68
59416,35,95,65,63
58566,30,98,70,70
59148,37,110,69,68
59785,34,91,67,61
56121,34,96,63,71
58655,35,108,67,64
60884,34,91,62,61
58482,34,96,64,65
56994,33,107,73,68
60686,35,96,65,70
57630,34,93,63,61
59385,34,102,66,68
58647,33,102,64,66
59750,33,90,65,69
58689,34,87,62,56
58101,33,90,66,59
58696,33,93,61,65
60752,36,97,66,65
59741,34,92,76,65
56956,35,93,65,70
59134,38,89,65,67
61588,41,100,69,63
58817,33,92,65,62
58464,37,92,69,63
58137,35,106,67,64
56692,36,110,67,69
57668,35,110,66,64
60568,34,97,71,68
58948,37,97,66,65
56328,38,97,66,63
59977,34,94,64,64
56826,32,91,66,66
59908,37,100,68,63
59608,31,92,70,66
60773,35,91,66,65
59696,38,91,63,61
59516,35,99,67,66
60089,34,87,62,61
62048,34,91,67,65
58900,35,92,69,67
59134,36,98,69,64
58604,33,100,64,67
56818,34,98,65,63
59235,34,89,67,64
56151,35,101,66,67
58940,33,89,67,69
58004,34,102,63,71
60959,34,95,70,66
58266,36,87,62,66
58166,33,86,66,70
58815,34,93,67,65
55963,34,95,70,67
59187,34,94,74,65
59411,31,89,73,61
57799,32,93,69,63
57668,36,94,66,63
56189,33,86,67,59
60188,36,91,68,64
58817,31,94,79,71
59466,37,94,64,66
58940,32,91,71,63
60654,35,102,63,62
58557,36,91,64,60
58460,33,97,66,63
58591,38,106,63,61
60394,37,98,67,60
59664,34,102,71,64
59696,33,92,70,60
57824,34,98,67,67
59861,34,90,64,63
58114,32,94,68,62
57353,33,94,62,71
57197,36,97,71,67
59126,36,86,64,64
58368,35,94,62,66
59662,38,105,67,62
57645,37,99,67,69
56963,35,97,72,67
56390,37,97,64,68
59309,34,90,65,58
57471,36,90,65,62
59579,32,92,65,67
57670,37,104,67,71
59683,36,95,66,64
57398,31,90,69,66
59521,32,93,65,62
60030,31,105,66,66
58413,32,95,67,65
56837,38,89,69,67
56690,38,102,69,71
58455,36,92,70,63
56998,33,94,67,67
57977,33,104,68,64
59833,34,91,69,69
60470,39,91,66,62
59883,35,95,73,62
58438,36,89,77,63
57818,30,88,68,62
60827,37,94,67,65
59308,35,98,61,61
57428,34,96,68,65
57036,34,90,68,71
57716,34,90,64,62
60288,34,99,65,77
58113,36,106,67,67
59668,35,94,63,63
61353,33,91,66,63
57824,33,92,64,66
60863,35,87,63,61
58991,34,97,71,68
58161,34,93,68,63
60422,33,93,66,63
59084,32,89,71,67
60777,33,94,65,66
59653,37,94,65,63
59170,35,94,65,70
61135,33,94,72,68
59760,34,101,68,64
55577,35,97,67,61
60334,36,89,63,60
57715,34,97,66,61
59614,34,96,66,71
58806,34,100,70,65
59455,30,103,76,71
59953,34,97,67,68
56947,34,97,68,65
58385,39,95,66,62
60442,37,91,73,69
58544,35,101,67,73
59756,37,94,67,71
57949,36,108,67,64
59484,31,90,63,65
56707,39,97,70,65
60541,31,97,67,71
58241,34,99,62,62
59077,36,92,66,61
60404,35,105,67,70
60038,34,99,74,66
58975,35,92,70,66
60059,32,90,66,61
59555,31,89,71,70
59025,34,91,62,62
56871,34,102,72,63
58608,36,87,63,62
57807,34,89,66,61
59671,32,87,69,68
60055,36,92,68,59
58803,35,97,71,81
59002,38,107,68,68
58277,32,90,66,62
59526,35,93,63,63
60406,33,93,64,67
60185,35,96,66,65
58670,33,93,67,64
59331,33,102,65,63
62369,31,94,72,61
57449,33,93,65,64
59687,33,91,69,66
59679,38,95,73,67
60231,32,99,66,65
59288,34,96,66,61
59061,32,94,66,64
59414,37,98,77,64
57186,32,91,67,62
60486,32,97,66,67
59384,38,90,72,64
59688,35,88,66,73
61239,36,91,65,63
57242,34,91,70,62
60857,33,97,68,68
60763,32,89,66,68
61082,33,93,65,60
59376,34,97,67,65
60440,35,98,66,62
58822,33,95,66,61
58914,34,100,63,65
59263,36,100,69,69
61517,34,94,71,61
62395,40,96,65,64
58388,34,88,71,67
58826,33,107,67,69
58828,34,90,68,63
61276,35,97,65,63
58483,32,88,63,65
58452,33,97,65,68
59668,35,88,66,65
61249,32,90,63,65
56954,37,85,62,62
59942,33,95,65,64
58699,40,94,67,64
60523,34,93,71,63
58722,32,97,69,63
58674,35,92,63,66
57089,32,98,73,74
58437,37,93,68,65
57470,36,100,65,64
58918,36,87,64,63
59411,33,97,64,62
60378,34,92,66,64
61383,37,96,66,64
60422,34,93,64,61
59124,34,87,66,59
59653,34,97,69,57
61078,37,96,70,64
61471,33,90,68,64
58525,34,105,69,73
60855,34,100,69,64
58110,35,92,62,68
60509,32,97,73,62
57862,32,92,66,62
57887,34,96,68,68
59166,33,91,65,59
60366,37,92,69,69
60234,36,93,63,64
59737,34,95,70,66
59750,35,94,68,62
59592,35,99,67,65
61780,36,98,65,66
61189,35,103,68,62
60037,33,90,64,65
61362,36,92,66,62
60058,34,91,62,66
60132,34,87,67,64
62696,33,98,67,66
58788,33,94,72,63
59054,35,86,68,61
59354,32,90,68,61
61004,34,88,69,63
57901,35,94,67,66
60347,36,88,69,67
60818,34,91,66,67
61140,33,92,65,63
62341,34,91,66,67
63867,36,97,63,68
58117,32,89,65,64
60599,38,94,71,68
58574,32,91,66,69
59865,34,90,69,61
60429,34,88,61,70
59712,39,104,65,63
60055,32,97,76,77
59259,34,90,62,63
58674,34,96,67,64
62909,34,90,63,67
63101,30,91,70,61
58765,33,97,70,65
59498,35,97,66,66
62080,36,93,65,64
58315,36,96,70,64
60401,32,89,66,63
57302,34,99,68,59
59374,37,89,67,64
57298,38,96,67,72
60962,34,91,64,61
58988,36,101,70,65
58934,34,101,63,62
59151,37,108,66,67
59374,34,89,66,62
59911,34,98,70,66
62450,32,90,71,69
61230,34,88,66,68
61266,34,97,66,63
61370,36,89,64,63
61024,37,93,65,62
57633,34,93,67,68
61532,37,100,65,66
59805,36,93,66,69
60431,35,94,65,67
59939,37,95,62,64
58972,34,93,69,64
60055,37,89,63,70
58184,35,101,64,68
59545,36,90,63,64
55705,36,93,67,62
56717,33,86,68,63
58802,36,88,64,63
60874,31,92,71,72
59869,37,101,64,59
60011,36,89,67,70
58932,34,88,74,66
60416,33,94,67,61
58616,37,87,64,69
61611,34,92,72,66
61404,36,98,71,67
63209,36,99,65,63
58326,35,93,65,67
60422,34,96,65,63
60888,34,109,67,69
58332,32,87,64,62
62317,32,118,67,65
61704,36,90,66,63
58144,35,87,68,68
60774,32,92,67,63
62199,35,90,68,66
59835,37,94,66,68
59205,33,98,66,64
61770,35,91,73,62
59506,34,90,70,67
61963,36,88,63,60
57545,35,103,78,72
62277,35,104,64,63
59254,35,89,65,63
59345,29,93,68,67
62458,32,88,65,70
62488,37,98,69,65
60098,33,90,64,63
60054,32,93,69,64
60994,33,92,70,62
59529,34,99,67,66
58824,36,94,66,64
56678,35,86,63,67
59850,36,93,64,62
60130,37,99,64,65
60458,33,98,72,65
61617,37,91,67,62
61197,38,90,65,70
60471,34,102,66,71
60976,33,101,73,64
60293,34,95,69,60
61273,33,97,63,64
60486,32,96,70,67
63080,31,96,66,65
62222,35,90,68,66
61334,36,96,67,70
58727,36,102,67,65
58741,36,104,68,65
59644,37,96,64,64
59085,32,102,71,65
59274,36,92,72,62
59674,34,86,62,59
60498,37,94,67,63
60706,36,102,72,67
60509,32,93,65,70
60112,33,97,64,58
61491,37,98,67,64
63317,32,92,63,65
61638,33,93,67,62
59879,35,95,72,63
61088,36,96,70,68
58421,37,96,70,64
59632,32,103,72,70
61906,36,92,71,60
58670,35,94,68,65
61613,32,103,65,64
59782,36,90,64,56
61728,40,94,66,73
61770,36,92,68,65
62058,35,97,67,64
62458,34,84,62,58
63025,38,102,72,67
58906,38,91,65,63
62143,32,96,68,68
59028,37,92,67,64
58371,34,96,69,66
59239,35,103,68,65
58662,34,99,68,61
59830,31,102,69,74
61223,36,94,65,71
58454,35,87,66,67
59953,34,94,63,61
58804,32,105,68,66
61077,36,99,64,64
60747,35,103,67,65
60790,38,97,67,65
61473,32,98,64,62
59252,36,92,70,71
62743,34,89,67,62
59709,34,98,72,80
60531,33,98,68,63
60291,37,98,71,65
60064,35,100,77,74
61763,37,94,67,63
61531,35,93,69,65
60077,36,109,73,65
61672,35,91,61,61
60379,32,85,65,62
60075,34,101,72,63
60528,34,90,66,66
64128,31,99,65,61
61453,37,97,65,65
61072,33,83,63,60
61729,33,103,60,62
62260,35,87,64,58
62719,34,101,75,76
61717,35,99,68,63
60489,35,105,74,65
61743,35,97,66,63
61500,35,103,66,64
60224,30,90,66,61
59910,34,91,71,69
59752,33,94,64,65
63539,34,87,65,60
60323,34,98,64,60
60503,34,109,64,69
60331,39,89,65,64
63203,35,98,66,62
59377,36,90,65,64
59700,33,91,73,65
60705,34,93,66,61
61092,32,99,74,65
59712,36,96,67,66
59543,35,93,63,61
60818,37,95,63,60
60063,32,89,71,67
60865,33,99,67,67
63122,32,91,63,61
61280,36,96,72,64
58407,36,89,66,61
58744,35,87,67,61
61034,37,93,64,60
58584,35,92,70,64
59410,34,87,62,65
59791,32,92,67,61
63138,33,91,68,69
61874,34,95,73,66
62012,35,91,69,62
59531,34,95,69,63
61439,33,95,69,64
63615,33,93,63,66
62833,36,92,67,65
60274,35,91,70,61
60629,37,90,66,66
62120,36,97,68,67
63152,33,104,67,66
61441,37,89,66,62
62355,35,93,70,63
59762,36,93,67,69
58923,35,90,65,63
58721,38,94,64,67
61069,36,90,69,63
60910,36,92,66,65
62169,38,94,67,63
60512,35,114,65,63
58320,34,93,63,68
61887,36,85,63,73
62118,34,102,67,62
63599,34,106,65,70
61793,37,89,74,60
61276,33,97,65,72
59824,33,93,66,60
59446,35,94,70,62
60494,35,93,68,72
63744,35,88,73,67
60694,30,94,67,65
62593,38,105,65,64
60745,33,104,64,60
61761,36,95,66,63
62081,33,96,65,63
59440,32,91,63,65
60857,32,98,68,67
61850,37,110,69,68
60850,37,100,63,62
61401,35,97,67,63
60270,37,101,68,65
63687,32,88,65,62
60939,37,106,64,65
59617,34,99,73,67
61731,36,96,78,64
58452,33,92,67,62
60138,35,97,67,67
60532,33,93,67,63
61360,35,92,61,63
62123,33,93,66,65
58593,32,92,68,68
63216,36,95,64,66
